number;category;answer;question;m;ignore
15072;KUN;hauer,rutger;"wie speelt rol v. Erik Lunshof in ""soldaat van oranje"" uit 1997";2;
15073;KUN;hawke,ethan;"wie speelt rol van Jesse in film ""before sunrise"" uit 1995";3;
15074;KUN;hawks,howard;"regisseur van de film ""rio bravo"" uit 1959";3;
15075;KUN;hawks,howard;"regisseur van de film ""the big sleep"" uit 1946";3;
15076;KUN;hayworth,rita;hoofdrolspeelster in de film Gilda uit 1946;3;
15077;KUN;hazelhoff roelfzema;wie had bijnaam Soldaat van Oranje,verfilmd 1977;3;
15078;KUN;heerlen;in welke plaats warenhuis Schunk, beter bekend als het glaspaleis;3;
15079;KUN;heesters;destijds 104-jarige Ned.die 2008 optrad in Amersfoort m.protest vw.optredens in Nazi-Dui.;2;
15080;KUN;heijboer,anton;welke kunstenaar woonde 1961-2005 met 4 of 5 vrouwen in commune in Den Ilp;2;
15081;KUN;heijmans,max;als alle vrouwen die een broek dragen zich v.achteren konden zien,zou de helft minder broeken verkocht worden;3;
15082;KUN;heijmans,max;Ned.couturier,naar wie prijs is genoemd in de vorm van een ring,de ..-ring;3;
15083;KUN;heinz;echte naam drs. P incl. voornaam;2;
15084;KUN;hek,youp van 't;alles of nooit is een programma van;2;
15085;KUN;hek,youp van 't;"wie schreef ""liegangst""";3;
15086;KUN;hekking;in Juinen was vd Vaart de burgemeester, wie de wethouder;2;
15087;KUN;hellevoetsluis;in welke plaats vinden wij het Nat.Brandweermuseum;3;
15088;KUN;hemert,willy v.;"regisseur vd TV-serie ""de kleine waarheid"" 1970 ";2;
15089;KUN;henckel v.donnersmark;"regisseur van de film ""das Leben der anderen"" uit 2006";3;
15090;KUN;henneman,jeroen;"maker van ""de schreeuw"",herdenkingsbeeld voor Theo v.Gogh";3;
15091;KUN;hepburn,audrey;"wie speelde vr.hoofdrol in film ""Charade"" (1963): mannelijke hoofdrol Cary Grant";3;
15092;KUN;hepburn,katherine;vrouwelijke hoofdrolspeelster in de film African Queen ;2;
15093;KUN;hepburn,katherine;"wie speelde in film ""Roman holiday' (1953) rol v.Princess Ann";3;
15094;KUN;hepburn,katherine;"wie speelde vrouwwelijke hoofdrol in film ""how to steel a million""";3;
15095;KUN;herby;naam beroemdste VW-kever nav film;2;
15096;KUN;herlaar;1e vrouwelijke presentatrice vh NOS-journaal (1965);3;
15097;KUN;herlaar,noortje;"winnares (achternaam) ""op zoek naar Mary Poppins"", AVRO-show 2009/2010";3;
15098;KUN;hermens;wie: je hebt iemand nodig,stil en oprecht,die voor je bodt en vecht,die met je lacht en grient,dan pas …….;2;
15099;KUN;hermitage;naam van het grootste museum in Sint-Petersburg;2;
15100;KUN;hertsenberg,antoinette;presentratrice v. TV-consumentenprogramma Radar;2;
15101;KUN;heston,charlton;wie speelt Ben-hur in gelijknamige film uit 1959;2;
15102;KUN;heston,charlton;"wie speelt rol van Mex.narcotica-agent Mike Vargas in film ""touch of evil"" uit 1958";3;
15103;KUN;heyting,hetty;wie bedenkster,schrijfster en speelster als tante Til in TV-serie familie Knots;3;
15104;KUN;hilbrand,sophie;"hoofdrolspeelster in de film ""zomerhitte""";3;
15105;KUN;hill,george roy;"regisseur van de film ""the sting"" uit 1973";3;
15106;KUN;hillenburg;"geestelijk vader/bedenker van ""spongebob""";3;
15107;KUN;hilton,paris;wie is volgens Guiness Book of Records meest overgewaardeerde persoon ter wereld;3;
15108;KUN;hirsch,emile;"wie speelt hoofdrol (Chris McCandless) in ""into the wild"" uit 2007";3;
15109;KUN;hirschbiegel,oliver;"regisseur van de film ""der Untergang"" uit 2004";3;
15110;KUN;hirst,damien;Br.maker v.kunstwerk,bestaande uit hoofd v.platina,bekleed met diamanten;3;
15111;KUN;hitchcock;"regisseur van ""the birds""";1;
15112;KUN;hitchcock;"regisseur van de film ""dial M for murder"" uit 1954";3;
15113;KUN;hitchcock;"regisseur van de film ""north by northwest"" uit 1959";3;
15114;KUN;hitchcock;"regisseur van de film ""psycho"" uit 1960";2;
15115;KUN;hitchcock;"regisseur van de film ""rear window"" uit 1954";2;
15116;KUN;hitchcock;"regisseur van de film ""rebecca"" uit 1940";3;
15117;KUN;hitchcock;"regisseur van de film ""strangers on a train"" uit 1951";3;
15118;KUN;hitchcock;wie is de Master of Suspense;2;
15119;KUN;hitchcock;"wie regisseerde ""the 39 steps""";2;
15120;KUN;hitler;"op wie is ""the great dictator v.Charlie Chaplin uit 1940 een parodie";2;
15121;KUN;hoepla;in welk programma verscheen Phil Bloom naakt op TV;3;
15122;KUN;hoewijk,coen v.;1e NOS/NTS-journaalpresentator die in beeld verscheen (1957) ;3;
15123;KUN;hoffman,dustin;"wie speelt rol v. autist Raymond in ""rain man"" uit 1988";2;
15124;KUN;hoffman,dustin;"wie speelt rol van Benjamin Braddock in film ""the graduate"" uit 1967";3;
15125;KUN;hoffman,dustin;"wie speelt rol van Enrico Rizzo,bijgen.Ratso in film ""midnight cowboy"" uit 1969";2;
15126;KUN;hoffmann,dustin;"hoofdrolspeler in de film ""outbreak"" uit 1995";2;
15127;KUN;hoffmann,dustin;"hoofdrolspeler in de film ""tootsie""";2;
15128;KUN;hoffmann,dustin;"tegenspeler v. Meryl Streep in ""Kramer vs.Kramer""";2;
15129;KUN;hoffmann,thom;hoofdrolspeler Hans Akkermans in film Zwartboek,tevens fotograaf en regisseur documentaires;2;
15130;KUN;hoge-veluwe;waar bevindt zich museum Kroller-Muller;1;
15131;KUN;holden,william;"wie speelt rol van Joe Gillis in film ""sunset boulevard"" uit 1950";3;
15132;KUN;holden,william;"wie speelt rol van Pike Bishop in film ""the wild bunch"" uit 1969";3;
15133;KUN;honey rider;welke rol (voornaam) speelt Ursula Andress in Dr.No, 1e Bondfilm;3;
15134;KUN;hooimeier,sjoukje;"vrouwelijke Dr.v.d.Ploeg in serie ""Zeg 's A"" ";3;
15135;KUN;hopkins,anthony;"wie speelt hoofdrol van motorcoureur Burt Munro in film ""the worlds fastest indian"" uit 2005";3;
15136;KUN;hopkins,anthony;"wie speelt rol v.Hannibal Lecter in film ""silence o/t lambs"" uit 1991";2;
15137;KUN;hopper,dennis;"wie speelt de psychopaat Frank Booth in ""blue velvet"" uit 1986";3;
15138;KUN;horst,vd;"in TV-programma ""farce majeure""1966-1976 en 1983-1986 5 acteurs: pola,de braak,benavente,fillekers en …";3;
15139;KUN;horst,vd;"regisseur vd Canonfilm ""Houen zo"" uit 1953";3;
15140;KUN;houston,whitney;"vr.hoofdrolspeler in film ""the bodyguard""(1992), zangeres die last heeft v.stalker";3;
15141;KUN;houten,carice;wie speelt hoofdrol (Rachel Stein/Ellis de Vries) in 'zwartboek' 2006;2;
15142;KUN;houten,carice v.;"hoofdrolspeelster in film ""komt een vrouw bij de dokter""";2;
15143;KUN;houten,carice v.;"wie speelde vr.hoofdrol als Kiki Jollema in ""alles is liefde""";2;
15144;KUN;houten,carice v.;"wie speelt hoofdrol als Carmen in film ""komt een vrouw bij de dokter"" uit 2009";3;
15145;KUN;howard,ron;"regisseur van de film ""a beautyful mind"" uit 2001";3;
15146;KUN;howard,ron;"regisseur van de film ""cinderella man"" uit 2005";3;
15147;KUN;howard,ron;"wie is de regisseur vd film ""da vinci code"" uit 2006";3;
15148;KUN;hudson,rock;Am.filmacteur,1e ber.Am.die stierf a.Aids,oa in Pillow talk m.Doris Day;3;
15149;KUN;hughes,howard;"over welke luchtvaartpionier gaat de film ""the aviator""";3;
15150;KUN;huijbregts,marc-marie;bekendste Tilburgse cabaretier,geboren 1966;3;
15151;KUN;huizen;waar museum het Schoutenhuis;3;
15152;KUN;hulk;waarin veranderde David Banner bij grote woede;2;
15153;KUN;hulten,brecht v.;presentator/presentatrice van Kassa 2011-heden, opvolger v. Felix Meurders;3;
15154;KUN;hurt,john;"wie speelt rol van Jo Merrick als de elephant man in film ""the elephant man"" uit 1980";3;
15155;KUN;hutch;wie hoort bij Starsky;2;
15156;KUN;hyde,mr.;welke mr.hoort bij Dr.Jekyll,roman v.Stevenson,diverse verfilmingen;3;
15157;KUN;idle,eric;"wie speelt rol van sir Robin in film ""monty python and the holy grail"" uit 1975";3;
15158;KUN;ikko;clownsduo: wie hoort bij Okki;3;
15159;KUN;indonesie;in welk land wordt Donald Duck Donal Bebek genoemd;2;
15160;KUN;infernal affairs;"v.welke (Chinese) film uit 2002 (Hongkong-thriller) is ""the departed"" een Hollywood-remake";3;
15161;KUN;intimite;welke Fr. film won Gouden Beer Berlijn 2001;3;
15162;KUN;ironside,michael;"welke Can.acteur speelt de rol v.Miller in film ""the machinist"" uit 2004 en Richter in Total Recall";3;
15163;KUN;isadora;hoe heet de paradijsvogel in Fabeltjeskrant;3;
15164;KUN;istanbul;waar vinden wij het Topkapimuseum;3;
15165;KUN;ivens,joris;"maker/regisseur vd film ""la Seine a rencontré Paris""";3;
15166;KUN;ivens,joris;"regisseurs vd Canonfilm ""regen"" uit 1929: Mannus Franken en ...";3;
15167;KUN;jackson,michael;wie speelde mannelijke hoofdrol in filmversie (1978) v.oorspr.musical The Wiz;3;
15168;KUN;jacob,irene;"wie speelt hoofdrol als fotomodel en studente Valerie in ""trois couleurs rouge"" uit 1994";3;
15169;KUN;jager,gerrit de;tekenaar van Familie Doorzon en Roel en zijn beestenboel;3;
15170;KUN;jakolev;wie is de architect vd Basiliuskathedraal op het Rode Plein;3;
15171;KUN;jansen,fons;"cabaretier bekend geworden door ""de lachende kerk""";2;
15172;KUN;jansen,fons;"van wie is de uitspraak ""het kussen is te laken zei de deken""";2;
15173;KUN;janssen,famke;Ned.actrice die als Xenia Onatopp in Bondfilm Golden Eye speelde;2;
15174;KUN;janssen,famke;"wie speelt rol v.Lenore in film ""taken"" uit 2008";3;
15175;KUN;jantjes,de;"in welk toneelst.+film komen voor ""blonde greet,toffe jans,moeder betje""";2;
15176;KUN;jantjes,de;"in welk toneelstuk komen voor ""dolle dries,schele manus,blauwe toon""";2;
15177;KUN;jekkers;"cabaretier ""de lachende piccolo""";2;
15178;KUN;jenny;wie (voornaam), gespeeld door Robin Wright is de jeugdliefde van Forrest Gump in de film uit 1994;2;
15179;KUN;jenny arean;vluchten kan niet meer is duet van Frans Halsema en ..,incl.voornaam;2;
15180;KUN;jensen,anders thomas;"regisseur van de film ""adams aebles/adams apples""";3;
15181;KUN;jeruzalem;in welke stad vinden wij de Snarenbrug,ontworpen door Calatrava;3;
15182;KUN;jetix;nieuwe naam van TV-zender Fox Kids Europe;2;
15183;KUN;jeunet,jean-pierre;"regisseur van de film ""amelie (poulain)"" uit 2001";3;
15184;KUN;jezus is jarig;laatste boek van Toon Hermans,pas na diens dood verschenen;3;
15185;KUN;jinek;ex-partner van oa Freek Vonk en Bram Moskovitz;2;
15186;KUN;jodocus;hoe heet de marmot in Fabeltjeskrant;3;
15187;KUN;joeks,herbert;onder welke naam werd acteur/zanger herman jozef van hugten bekend;3;
15188;KUN;joeks,herbert;wie speelde de indiaan Klukkluk in Pipo de clown;3;
15189;KUN;johansson,scarlett;"wie speelt rol van Charlotte in film ""lost in translation"" uit 2003";3;
15190;KUN;johnson, philip;architect die samen m.Russell Hitchcock w. beschouwd als grondlegger vd Intern.Stijl, oa Torres KIO Madrid en Crystal Cathedral;3;
15191;KUN;joker;"welke rol speelt Heath Ledger in de film ""the dark knight"" uit 2008 als tegenstander van Batman";3;
15192;KUN;jones,terry;"regisseur van de film ""monty python the life of brian"" uit 1979";3;
15193;KUN;jones,terry;"regisseurs van de film ""monty python and the holy grail"" uit 1975=terry gilliam+..";3;
15194;KUN;jong,mijke de;regisseur-/se vd film Tussenstand (2007);2;
15195;KUN;jong,peter de;wie speelt Maxi bij artiestenduo Mini & Maxi;3;
15196;KUN;jonge,freek de;"van welke Ned.cabaretier is uitspraak ""humor is overwonnen droefheid""";3;
15197;KUN;jonge,freek de ;"van wie was ""de komiek"" de eerste solo-voorstelling (1980)";2;
15198;KUN;jonge,freek de ;"welke cabaratier had in 1997 zijn 1e nr.1-hit  met ""leven na de dood""";2;
15199;KUN;joplin,janis;"over wier leven gaat film ""the rose"" met hoofdrol Bette Midler";3;
15200;KUN;joseph;"in 2007 ""op zoek naar Evita"". Naar wie (man) werd in 2008 gezocht";2;
15201;KUN;juinen;gemeente met burgemeester vd Vaart en wethouder Hekking;2;
15202;KUN;jurassic parc;film Spielberg,waarin dinosaurussen hoofdrol spelen;2;
15203;KUN;kakelbont;naam van de villa waar Pippi Langkous woont;2;
15204;KUN;kalf;Ned.Film Festival:prijs die daar v.beste film wordt uitgereikt is Gouden ;1;
15205;KUN;kandinsky;"schilder van ""geel, rood, blauw""";3;
15206;KUN;karina,anna;"hoofdrolspeelster/eega reg. in ""pierrot le fou"" van Godard uit 1965";3;
15207;KUN;kater;welk dier is Pepijn in Fabeltjeskrant;3;
15208;KUN;kaye,danny;artiestennaam v. (komiek) david daniel kaminsky;2;
15209;KUN;kaye,tony;"regisseur van de film ""american history X"" uit 1998";3;
15210;KUN;kazachstan;welk land neemt Borat (Br.komiek Sacha Cohen) op de korrel;2;
15211;KUN;kazan,elia;"regisseur van de film ""on the waterfront"" uit 1954";3;
15212;KUN;kazan,hans;wie is de vader (artiestennaam) v.Oscar en Renzo;2;
15213;KUN;keaton,buster;"welke komiek is ""de man met het bevroren gezicht""";3;
15214;KUN;keaton,diane;"wie speelt de rol van Kaye Adams in de films ""the Godfather""";3;
15215;KUN;keaton,michael;wie speelt Batman in de film Batman uit 1989;3;
15216;KUN;keiko;naam vd orka die in de films Free Willy speelde;3;
15217;KUN;kelder,jort;"presentator van ""bij ons in de PC""";2;
15218;KUN;kelly,grace;"wie speelt rol van Jeff Jeffries-vrouw Lisa in film ""rear window"" van Hitchcock uit 1954";3;
15219;KUN;kelly,grace;"wie speelt rol van Margot Wendice in film ""dial M for murder"" uit 1954";3;
15220;KUN;kelly,richard;"regisseur van de film ""donnie darko"" uit 2001";3;
15221;KUN;kemper;Ned.cabaret- en zangduo: Veldhuis en ..;3;
15222;KUN;kent,clark;geheime alter-ego van Superman;3;
15223;KUN;kerkhof,robbie;maatje van Koos Koets uit Juinen, gespeeld door Kees v.Kooten;3;
15224;KUN;kershner,irvin;"regisseur van de film ""starwars-5/the empire strikes back"" uit 1980";3;
15225;KUN;kesselaar,rudi;off.oorspr.naam van Rudi Carrell;3;
15226;KUN;keuken,vd;"regisseur vd Canonfilm ""blind kind"" uit 1964";3;
15227;KUN;keyser,hendrik de;bouwmeester praalgraf W.v.Oranje/stadhuis Delft;3;
15228;KUN;kid;"auto die in ""knightrider"" hoofdrol speelt";2;
15229;KUN;kidman,nicole;"volgens ""the Hollywood reporter"" best verdienende filmactrice 2006";3;
15230;KUN;kidman,nicole;"welke actrice speelde Virginia Woolf in de film ""the hours"" (2002)";3;
15231;KUN;kieslowski;"regisseur/maker van de film ""trois couleurs-rouge"" uit 1994";3;
15232;KUN;kikker;welk dier is Plons in Fabeltjeskrant;1;
15233;KUN;kim,ki-duk;"regisseur van de film ""3-iron/bin-jip"" uit 2004";3;
15234;KUN;kimble,richard;"wie is de hoofdrolspeler (niet de acteur)  in de film ""the fugitive""";3;
15235;KUN;kitano,takeshi;"regisseur van de film ""fireworks/hana-bi"" uit 1997";3;
15236;KUN;klarenbeek,joanna;eig.naam vd artieste Jenny Arean;3;
15237;KUN;klebb,rosa;"tegenstandster v.Bond in ""from Russia with love"",gespeeld d. Lotte Lenya ";3;
15238;KUN;kleinsma,simone;rol Nora Desmond in Ned.musical-versie Sunset boulevard 2008 gesp.d.Pia Douwes of..;2;
15239;KUN;kleinsma,simone;"vr.hoofdrolspeelster (zuster Ratched) in Ned.toneelversie v.""one flew over the cuckoo's nest"" (2006)";3;
15240;KUN;klimov,elem;"regisseur van de film ""come and see/idi i smotri/kom en zie"" uit 1985";3;
15241;KUN;klimov,elem;"regisseur/maker van de film ""agony"" uit 1975";3;
15242;KUN;kline,kevin;"wie speelt rol van Ray Sheridan in film ""trade"" uit 2007";3;
15243;KUN;kloters;"presentator van ""de sandwich"", radioprogramma op zondagochtend";2;
15244;KUN;klukluk;hoe heette de indiaan in Pipo de clown;2;
15245;KUN;klum,heidi;"Du.fotomodel dat loting v.WK-voetbal 2006 verr.en single ""wonderland""";3;
15246;KUN;knightrider;in welke tv-serie speelt Kid de hoofdrol;2;
15247;KUN;koch,sebastian;"wie speelt de rol van toneelschrijver Georg Dreyman in film ""das Leben der Anderen"" uit 2006";3;
15248;KUN;koets,koos;oudere jongere/hippie uit Juinen, gespeeld door Kees v. Kooten en maatje van Robbie Kerkhof, gespeeld d. Wim de Bie;3;
15249;KUN;kolenkit;bijnaam v.d. Opstandingskerk aan het Bos en Lommerplein in A'dam;2;
15250;KUN;koolhaas,rem;wie is de architect van Nederlands Danstheater (d.Haag) en Kunsthal R'dam ;3;
15251;KUN;koolhoven,martin;"regisseur vd film ""de grot"", gebaseerd op gelijkn. boek Tim Krabbé";3;
15252;KUN;koolhoven,martin;"regisseur vd film ""Oorlogswinter"" 2008 naar boek v.Jan Terlouw";3;
15253;KUN;kooten,kees v.;Koos Koets is fictief figuur/typetje, maar gespeeld door wie;2;
15254;KUN;kooten,kees v.;"van wie is de term ""jeemig de peemig"" afkomstig";2;
15255;KUN;kooten,kim v.;"wie schreef scenario voor film ""alles is liefde""";2;
15256;KUN;kooten,willem v.;echte naam van Joost den Draaier;2;
15257;KUN;kopenhagen;in welke stad vinden wij het Thorwaldsen museum;3;
15258;KUN;koreeda,hirokazu;"regisseur van de film ""nobody knows/dare mo shiranai"" uit 2004";3;
15259;KUN;kortekaas,herman;wie speelde Kokki, in de jaren 70 als Peppi en Kokki op TV;3;
15260;KUN;kowalchuk,bill;regisseur vd 4e verfilming v.Ben-Hur uit 2003;3;
15261;KUN;kraaijkamp,johnny;wie kreeg Blijvendapplausprijs 2007;2;
15262;KUN;krabbe,jeroen;"2 hoofdrolspelers in ""Soldaat v.Oranje"": Rutger Hauer en ..";2;
15263;KUN;krabbe,jeroen;"hoofdrolspeler in ""de vierde man"" v.Paul Verhoeven";3;
15264;KUN;krabbe,jeroen;"wie debuteerde als regisseur en speelde een vd hoofdrollen in ""left luggage"" (1998)";2;
15265;KUN;krabbe,jeroen;wie schitterde als 1e Ned. in Dynasty aan de zijde v.Joan Collins;3;
15266;KUN;krabbe,jeroen;"wie speelt rol v. Guus Lejeune in ""soldaat van oranje"" uit 1997";2;
15267;KUN;kramer,pieter;"regisseur van de film ""ja zuster, nee zuster"", uitgebracht 2002";3;
15268;KUN;kresse;tekenaar Eric de noorman;3;
15269;KUN;kreuzpainter,marco;"regisseur van de film ""trade"" uit 2007";3;
15270;KUN;kristel,silvia;wie speelde de rol van Emmanuelle, erotische film ;3;
15271;KUN;kro;door welke omroep wordt de Mikrogids uitgegeven;1;
15272;KUN;kroll,erwin;"van 1986-2011 weerman vh NOS-journaal en in 2014 kort terug met Philip Freriks in ""Lekker weertje""";2;
15273;KUN;kroller-muller;museum in de Hoge Veluwe;2;
15274;KUN;kruis,jan;tekenaar Jan, Jans en de kinderen;3;
15275;KUN;kubrick,stanley;"regisseur van de film ""barry lyndon"" uit 1975";3;
15276;KUN;kubrick,stanley;"regisseur van de film ""dr.strangelove"" uit 1964";3;
15277;KUN;kubrick,stanley;"regisseur van de film ""full metal jacket"" uit 1987";3;
15278;KUN;kubrick,stanley;"regisseur van de film ""paths of glory"" uit 1957";3;
15279;KUN;kubrick,stanley;"regisseur van de film ""the killing"" uit 1956";3;
15280;KUN;kubrick,stanley;"regisseur van de film ""the shining"" uit 1980";3;
15281;KUN;kubrick,stanley;"regisseur/maker van de film ""2001:a space odyssey"" uit 1968";2;
15282;KUN;kubrick,stanley;"regisseur/maker van de film ""a clockwork orange"" uit 1971";3;
15283;KUN;kubrick,stanley;"regisseur/maker van de film ""killers kiss"" uit 1955";3;
15284;KUN;kubrick,stanley;"regisseur/maker van de film ""spartacus"" uit 1960";3;
15285;KUN;kuijpers,pieter;"regisseur van de film ""van God los"" (2003)";3;
15286;KUN;kurosawa,akina;"regisseur/maker van de film ""kagemusha"" (Japans) uit 1980";3;
15287;KUN;kurosawa,akina;"regisseur/maker van de film ""the seven samurai"" (Japans) uit 1954";3;
15288;KUN;kurosawa,akira;"regisseur van de film ""ikiru/doomed"" uit 1952";3;
15289;KUN;kwik,kwek,kwak;wie noemden de Belgen in de jaren 50 Loekie,Joost en Viktor;3;
15290;KUN;kwik,kwek,kwak;wie zijn Knatte,Fnatte och Tjatte in het Ned.;2;
15291;KUN;kyvon,adrianus marinus;off.oorspr.naam van Andre van Duin;3;
15292;KUN;lama;welk dier had in Fabeltjeskrant de naam Chico;1;
15293;KUN;landre,joop;oprichter en 1e directeur vd TROS;3;
15294;KUN;landre,lou;"welke acteur speelde rol van welzijnswerker Sjakie in ""flodder""-films";3;
15295;KUN;lang,fritz;"regisseur van de film ""Meine stadt sucht ein morder"" uit 1931";3;
15296;KUN;lang,fritz;"regisseur van de film ""metropolis"" uit 1927";3;
15297;KUN;lanting;"drijvende kracht achter ""theater van de lach"" jaren 80";2;
15298;KUN;lanzmann,claude;Fr.regisseur van de film Shoah over de Holocaust;3;
15299;KUN;laren;waar vinden wij het Singer-museum;2;
15300;KUN;last king of scotland;forest whitacker kreeg feb.2007 Oscar v.Idi Amin.In welke film (zonder the);2;
15301;KUN;laughton,charles;"wie speelt rol sir Wilfrid Robarts in film ""witness for the prosecution"" uit 1957";3;
15302;KUN;laurel,stan;onder welke artiestennaam is filmacteur Arthur Stanley Jefferson bek.geworden;2;
15303;KUN;lazenby,george;8 acteurs speelden James Bond in film:Connery,Moore,Dalton,Brosnan,Craig,Niven, Nelson en ..;3;
15304;KUN;lean,david;"Br.filmregisseur v. ""bridge over the river kwai""";3;
15305;KUN;lecter;in de film off.achternaam van Hannibal,de kannibaal;2;
15306;KUN;lecter,hannibal;"wie speelt Anthony Hopkins in film ""silence of the lambs"" uit 1991";2;
15307;KUN;leddy,john;"wie speelt rol van Jan Engelmoer in TV-serie 1970 ""de kleine waarheid""";2;
15308;KUN;ledger,heath;"wie speelt de rol van de Joker in de film ""the dark knight"" uit 2008";3;
15309;KUN;lee,christopher;"wie speelde rol Scaramanga in Bond-film ""the man with the golden gun""";3;
15310;KUN;lee,cristopher;Eng.acteur bekend door rol Dracula in 1e Draculafilm;3;
15311;KUN;lee,spike;"regisseur/maker van de film ""do the right thing"" uit 1989";3;
15312;KUN;leek;in welke plaats vinden wij het Nationaal Rijtuigmuseum;3;
15313;KUN;leerdam;in welke plaats vinden wij het Nat.Glasmuseum;2;
15314;KUN;leeuw;filmfestival Venetie uitreiking vd Gouden ...;2;
15315;KUN;leeuw,paul de;"wie speelde het typetje ""Bob de Rooij""";2;
15316;KUN;leiden;geboorteplaats van Rembrandt v. Rijn;3;
15317;KUN;leiden;in welke plaats vinden wij het Kon.Penningkabinet;2;
15318;KUN;leiden;in welke plaats vinden wij het museum Boerhaave;3;
15319;KUN;leiden;in welke plaats vinden wij het Rijksmuseum van Oudheden;2;
15320;KUN;leiden;in welke plaats vinden wij het Rijksmuseum voor Volkenkunde;2;
15321;KUN;leigh,janet;"wie speelt in film ""psycho"" (1960)"" de rol v.Marion Crane die vermoord wordt";3;
15322;KUN;leigh,janet;"wie speelt rol van Susan, vrouw v. Mex.narcotica-agent Mike Vargas in film ""touch of evil"" uit 1958";3;
15323;KUN;leigh,vivian;"welke actrice speelde hoofdrol (als Scarlett O'Hara) in film ""gone with the wind"" (1939)";3;
15324;KUN;leigh,vivian;wie speelde Anna Karenina in gelijknamige film,1948 v.Duvivier;3;
15325;KUN;lejeune,guus;"wie speelt Jeroen Krabbe in ""soldaat van oranje"" uit 1997";3;
15326;KUN;lemmon,jack;"in ""some like it hot"" (1959) 2 mann.hoofdrolsp.: Tony Curtis + andere In rol v.Jerry)";3;
15327;KUN;lemmon,jack;"mann.hoofdrolspeler (Bud Baxter) in film ""the apartment"" uit 1960";3;
15328;KUN;leone;"regisseur van de film ""for a few dollars more"" uit 1965";3;
15329;KUN;leone;"regisseur van de film ""once upon a time in the west"" uit 1968";3;
15330;KUN;leone,sergio;"regisseur van de film ""a fistful of dollars"" uit 1964";3;
15331;KUN;leone,sergio;"regisseur van de film ""once upon a time in America"" uit 1984";3;
15332;KUN;leone,sergio;"regisseur van de film ""the good,the bad and the ugly"" uit 1966";2;
15333;KUN;levinson,barry;"regisseur van de film ""disclosure"" (1994)";2;
15334;KUN;levinson,barry;"regisseur van de film ""rain man"" uit 1988";2;
15335;KUN;leyster,judith;Haarlemse meesterschilderes in de Gouden Eeuw (1609-1660);3;
15336;KUN;linden dollars;wat is de munteenheid in Second Life;3;
15337;KUN;linklater,richard;"regisseur van de film ""before sunrise"" uit 1995";3;
15338;KUN;lint,derek de;"hoofdrolspeler (Willem Barentsz) in de film ""Novazembla""v.Oerlemans 2011";3;
15339;KUN;liotta,ray;"welke acteur speelt 1 vd mann.hoofdrollen (Henry Hill) in ""goodfellas"" uit 1990";3;
15340;KUN;lissabon;in welke stad museum (Calouste) Gulbenkian;3;
15341;KUN;lith;"boek + film ""dorp aan de rivier"". Welk dorp?";3;
15342;KUN;litho;steengravure;2;
15343;KUN;llink;onder welke naam gingen De Nieuwe Omroep en Nutopia samen;2;
15344;KUN;llink;van welke omroep was de Geitenwollensokkenshow 1e progr.(radio);3;
15345;KUN;lloyd,christopher;"wie speelt de rol van de professor in film ""back to the future"" uit 1985";3;
15346;KUN;lobke;naam dat Zweeds kind kreeg dat gered werd bij schipbreuk en opgroeide bij fam.v.Sil de strandjutter;2;
15347;KUN;lobke;wie speelde Monique vd Ven in TV-serie Sil de strandjutter;3;
15348;KUN;loeki;naam leeuw van de Ster-reclame;2;
15349;KUN;lollobrigida,gina;"filmactrice met hoofdrol in ""les belles de nuit"" en ""trapeze""";3;
15350;KUN;loren,sofia;2e en laatste echtgenote van It. regisseur Carlo Ponti;2;
15351;KUN;los angeles;in welke stad vinden wij het J.Paul Getty Museum;3;
15352;KUN;louvre;in welk museum vinden wij de Venus van Milo;2;
15353;KUN;louvre;wat is de naam vh belangrijkste museum v.Parijs;1;
15354;KUN;low,viktor;"hoofdrolspeler MacMurphy in Ned.toneelversie v.""one flew over the cuckoo's nest"" (2006)";3;
15355;KUN;lowell,carey;welke (Am.) actr.sp.Bondmeisje Pam Bouvier in licence to kill;3;
15356;KUN;lucas,george;"regisseur van de film ""star wars"" uit 1977";3;
15357;KUN;lucebert;onder welke naam is Lubertus Jacobus Swaanswijk bekend;3;
15358;KUN;lucky luke;van wie is Jolly Jumper het paard;2;
15359;KUN;lumet,sidney;"regisseur van de film ""12 angry man"" uit 1957";3;
15360;KUN;lumet,sidney;"regisseur van de film ""dog day afternoon"" uit 1975";3;
15361;KUN;lumiere;2 broers makers van de eerste bewegende film;3;
15362;KUN;lunshof,erik;"wie speelt Rutger Hauer in ""soldaat van oranje"" uit 1997";3;
15363;KUN;lurelei;bij welk cabaretgezelschap begon Jasperina de Jong;3;
15364;KUN;lynch;"regisseur van de film ""mulholland drive"" uit 2001";3;
15365;KUN;lynch;"regisseur van de film ""the elephant man"" uit  1980";3;
15366;KUN;lynch,david;"regisseur van de film ""lost highway"" uit 1997";3;
15367;KUN;lynch,david;"regisseur van de film ""the straight story"" uit 1999";3;
15368;KUN;lynch,david;"regisseur/maker van de film ""twin peaks"" uit 1990";3;
15369;KUN;lyne,adrian;"regisseur van de film ""indecent proposal"" uit 1993";3;
15370;KUN;maas;"boek + film ""dorp aan de rivier"". Welke rivier?";3;
15371;KUN;maas,dick;"regisseur van de film ""de lift""";2;
15372;KUN;maas,dick;"regisseur vd Canonfilm ""flodder"" uit 1986";1;
15373;KUN;maas,dick;"regisseur vd film ""amsterdamned"" uit 1988";2;
