number;category;answer;question;m;ignore
2245;KUN;evers,edwin;Welke radio-538 dj imiteert bekende personen (o.a. gebroeders de Boer)?;3;
2246;KUN;eyle,van;Wie was hoofdrolspeelster in 'Annie MG-domineesdochter'?;2;
2247;KUN;face;Wat is de bijnaam van Templeton Peck in het A-team?;2;
2248;KUN;fahrenheit 9-11;Welke documentaire uit 2004 van Michael Moore ging over de 11 september-aanslagen?;2;
2249;KUN;falkenburg;Welke vrouw presenteerde de jaren 90 'rondom tien'?;2;
2250;KUN;felderhof,rik;Wie was de maker / presentator van de Stoel?;2;
2251;KUN;fellini;Wie regiseerde de film 'la Dolce Vita' uit 1960?;3;
2252;KUN;flappie;Hoe heette het lievelingskonijn van Youp dat met Kerst in de pan ging?;1;
2253;KUN;fletcher,jessica;Wie was de hoofdrolspeelster in Murder she wrote (artiestennaam)?;2;
2254;KUN;ford,harrison;Wie speelt de rol van Indiana Jones in de films 'Indiana Jones and …'?;2;
2255;KUN;forest gump;Uit welke film komt 'life is like a box of chocolate etc.'?;2;
2256;KUN;frijda;Wie speelde moeder in de films van de familie Flodder?;2;
2257;KUN;gable,clark;Welke acteur speelde de hoofdrol (als Rhett Butler) in de film 'gone with the wind' (1939)?;3;
2258;KUN;garthoff,bert;Wie was de programmamaker van 'weer of geen weer' van 1955-1978?;3;
2259;KUN;gauguin;Wie was de vriend van van Gogh, waarbij van Gogh bij het einde van de vriendschap een oor afsneed?;2;
2260;KUN;gaultier;Wwie ontwierp voor Madonna het korset met de puntige bh-cups t.b.v. de Blonde Ambition Tour?;3;
2261;KUN;geels,lou;Wie speelde de rol van veldwachter Bromsnor in Swiebertje?;2;
2262;KUN;gelder,jochem v.;Wie is / was de presentator van 'praatjesmakers'?;2;
2263;KUN;george-6;Over welk Britse koning gaat de film 'the kings speech'?;2;
2264;KUN;gere,richard;Welke Amerikaanse filmacteur brak in 1980 door met American gigolo (hij speelde ook in 'an officer and a gentleman')?;3;
2265;KUN;gibson,mel;Wie speelt de hoofdrol als de Schotse held William Wallace in de film 'Braveheart' uit 1995?;3;
2266;KUN;giethoorn;In welke plaats werd de film Fanfare opgenomen?;2;
2267;KUN;gogh,v.;Wie schilderde 'de aardappeleters'?;1;
2268;KUN;goldberg,whoopi;Wie speelt in de film 'ghost' de vrouw met paranormale gaven?;2;
2269;KUN;gore,al;Welke Amerikaanse presidentkandidaat maakte een film over de klimaatcrisis op aarde?;1;
2270;KUN;gore,al;Wie is de regisseur / presentator van de film 'an inconvenient truth' over de opwarming aarde?;1;
2271;KUN;gorris,marleen;Wie was de eerste regisseuse in de geschiedenis die een Oscar won?;3;
2272;KUN;goudsmit,lex;Wie speelde Tevje in Anatevka (fiddler on the roof) in de jaren 60?;2;
2273;KUN;grant,hugh;Welke acteur speelt de mannelijke hoofdrol (Charles) in '4 weddings and a funeral' uit 1994?;2;
2274;KUN;grimbergen,cees;Wie was de opvolger van Violet Falkenburg als presentator van 'rondom tien'?;2;
2275;KUN;guiness,alec;Welke in 2000 overleden Britse acteur speelde in 'man van 1000 gezichten' en kreeg een Oscar voor zijn rol in 'bridge over the river kwai'?;2;
2276;KUN;guiness,alec;Wie speelt de rol van luitenant-kolonel Nicolson in film 'bridge over the river kwai' uit 1957?;3;
2277;KUN;haas,leo de;Wie is de presentator van Blik op de weg?;2;
2278;KUN;hanks,tom;Wie speelt de rol van Forrest Gump in de film 'Forrest Gump' uit 1994?;1;
2279;KUN;hannibal;Wat is de opvolger van de film 'silence of the lambs'?;2;
2280;KUN;heitzer,brigitte;Wie was de winnares van 'op zoek naar Evita', in 2007 door het Nederlands publiek gekozen na 8 TV-uitzendingen? ;3;
2281;KUN;hermans,toon;Van wie is de uitdrukking 'leg neer die bal'?;2;
2282;KUN;hoebert;Welke Willemijn is / was weervrouw bij het 8-uurjournaal?;2;
2283;KUN;hollywood;Waar (stadsdeel) staan de Amerikaanse filmstudio's?;1;
2284;KUN;ibo,wim;Wie is de schrijver van de cabaretbijbel 'en nu de moraal van dit lied'?;2;
2285;KUN;idefix;Hoe heet het hondje van Asterix?;2;
2286;KUN;idi amin;Welke rol speelde Forest Whitaker in de film 'the last king of Scotland' uit 2006 (inclusief voornaam)?;2;
2287;KUN;ierland;Uit welk land is James Bond-acteur Pierce Brosnan afkomstig?;3;
2288;KUN;ierland;In welk land woonde Marten Toonder bijna zijn hele leven?;1;
2289;KUN;ijsvogel;Welke vogel is het symbool van de Postcodeloterij?;1;
2290;KUN;impressario;Hoe heet een manager / tourneeregelaar van artiesten?;2;
2291;KUN;in therapie;In welke TV-serie spelen Jacob Derwig als psychiater en Halina Reijn (patient) een hoofdrol?;3;
2292;KUN;inbar, ralph;Wie was de oorspronkelijke maker / presentator van Bananasplit?;2;
2293;KUN;india;Hollywood is in VS, maar in welk land vinden wij Bollywood?;1;
2294;KUN;ingeborg;Wat is de voornaam van de actrice Elsevier?;2;
2295;KUN;ingrid bergmann;Wie speelt in film Casablanca (1942) de vrouwlijke hoofdrol als Ilsa Lund (inclusief voornaam)?;3;
2296;KUN;inkel,jeroen v.;Onder welke artiestennaam is Jeroen Donderwinkel bekend?;3;
2297;KUN;inktspotprijs;Hoe wordt Nederlandse prijs genoemd voor beste politieke spotprent, 2009: Jos Collignon, 2010 en 2016: peter v.straaten, 2013 en 2014: bas vd schot?;3;
2298;KUN;irene;Hoe heet de studio in Bussum waaruit de 1e TV-uitzending kwam?;2;
2299;KUN;irma;Hoe heet de krekel in Fabeltjeskrant?;2;
2300;KUN;ironside;Hoe heet de politie-inspecteur in de rolstoel?;2;x
2301;KUN;irwin, steve;Wie had bijnaam 'the crocodile hunter' (bekend van zijn TV-programma dat ook zo heette)?;2;
2302;KUN;isa hoes;Wie speelt de hoofdrol in 'de gelukkige huisvrouw', toneelstuk uit 2009. Was ook echtgenote van Ant. Kamerling (inclusief voornaam)?;2;
2303;KUN;israel;In welk land is de mentalist / paranormalist Uri Geller geboren?;2;
2304;KUN;it;Welke A'damse homodiscotheek werd opgericht door Manfred Langer?;2;
2305;KUN;italie;Van welk land is Rai de TV-zender?;1;
2306;KUN;ivanhoe;Welke ridder (naar het boek van Sir Walter Scott) speelde Roger Moore in de TV-serie 1957/1958 ?;2;
2307;KUN;ivens,joris;Wie was de cineast die n.a.v. de film Indonesie zijn paspoort moest inleveren?;3;
2308;KUN;ivens,joris;Welke Nederlandse cineast, geboren in Nijmegen heeft daar tevens een standbeeld?;3;
2309;KUN;janeway,katryn;Hoe heet de vrouwelijke kapitein in de TV-serie Star Trek Voyager?;2;
2310;KUN;jekkers;Welke cabaratier had de voorstelling 'met een goudvis naar zee'?;2;
2311;KUN;jolly jumper;Hoe heet het paard van Lucky Luke?;2;
2312;KUN;jongbloed,jaap;Wie was presentator van het TV-programma 'vermist' van 1996-2014?;2;
2313;KUN;kappers.marnix;Wie was de presentator van 'knoop in je zakdoek' van 1991-2008?;2;
2314;KUN;kastelein;In de kark zei de dominee, maar wie zei 'eerst betalen'?;2;
2315;KUN;kidman,nicole;Wie is / was getrouwd met Tom Cruise, Lenny Kravitz en Keith Urban?;2;
2316;KUN;klimt,gustav;Wie schilderde 'the kiss'?;3;
2317;KUN;koopman,joop;Wie was de 1e presentator van 2 voor 12?;2;
2318;KUN;kooten,kasper v.;Wie was de opvolger Jochem v. Gelder als presentator van Willem Wever?;3;
2319;KUN;kooten,kees v.;Wie is bedenker van de term 'mozes kriebel'?;2;
2320;KUN;kooten,kim v.;Wie speelt Phileine in film 'Phileine zegt sorry' (2003)?;2;
2321;KUN;krypton;Van welke planeet is Superman volgens de film afkomstig?;2;
2322;KUN;lane,lois;Op wie is Clark Kent, alias Superman, heimelijk verliefd?;2;
2323;KUN;langkous;Wie bewoont villa Kakelbont?;1;
2324;KUN;lansbury,angela;Wie speelt als Jessica Fletcher hoofdrol in Murder she wrote?;3;
2325;KUN;lazenby,george;Wie speelde eenmaal James Bond (1969) in 'on her majesty's secret service' met Diana Rigg?;3;
2326;KUN;lean,david;Welke Britse filmregisseur maakte 'lawrence of arabia' (1962)?;3;
2327;KUN;leeuw,paul de;Van wie is de uitdrukking 'hallo boppers' (echte naam)?;1;
2328;KUN;lensink,ton;Wie speelde rol de van Ti-ta-tovenaar?;2;
2329;KUN;lichtmatroos;In de kark zei de dominee, maar wie zei mooie benen, mooie benen?;2;
2330;KUN;list,liesbeth;Wie was de zangeres met wie schrijver Cees Nooteboom getrouwd is geweest?;3;
2331;KUN;lodiers;Wie was de presentator van de Grote Donorshow in 2007 op BNN?;3;
2332;KUN;loren,sophia;Wie was de vrouwlijke hoofdrolspeelster in 'una giornata particolare' uit 1977?;2;
2333;KUN;louvre;Uit welk museum werd in 1911 de Mona-Lisa gestolen?;1;
2334;KUN;lowieke;Hoe heet de vos in Fabeltjeskrant?;1;
2335;KUN;luca,loes;Wie speelt zuster Clivia in film 'ja zuster, nee zuster' uit 2002?;2;
2336;KUN;lucky luke;Van wie is Rataplan de hond?;3;
2337;KUN;lursen,joram;Wie is de regisseur / maker van de film 'alles is liefde' (2007)?;3;
2338;KUN;lutz;Welke vader en zoon speelden de hoofdrol in 'Ha, die Pa'?;2;
2339;KUN;lynch,david;Wie is de regisseur / maker van de film 'blue velvet' uit 1986?;3;
2340;KUN;madonna;Hoe wordt een voorstelling / schilderij van Maria met het kind Jezus genoemd?;2;
2341;KUN;madurodam;Waar kwam Margootje vandaan?;1;
2342;KUN;man bijt hond;Welk TV-programma schuift graag bij u aan?;2;
2343;KUN;marge;Met wie is Homer (Simpson) getrouwd?;2;
2344;KUN;margootje;Wie is de bekendste inwoonster van Madurodam?;1;
2345;KUN;margootje;Wie was Christine Keeler in pocketformaat?;2;
2346;KUN;marmot;Welk dier is Jodocus in Fabeltjeskrant?;3;
2347;KUN;meegeren,han van;Wie is de grootste Nederlandse vervalser van schilderijen (o.a. Vermeer)?;2;
2348;KUN;mengele;Over welke Duitse oorlogsmisdadiger gaat de film 'Boys from Brasil'?;2;
2349;KUN;midler,bette;Wie was de hoofdrolspeelster in de film 'the rose' (1979). Ook zangeres?;2;
2350;KUN;millecam,sylvia;Wie was de voorgangster van Paula Udondek bij 'knoop in je zakdoek'?;2;
2351;KUN;minelli,liza;Wie was de hoofdrolspeelster in de film 'Cabaret'?;3;
2352;KUN;moneypenny;Hoe heet de secretaresse van M., heimelijk verliefd op James Bond?;2;
2353;KUN;montmartre;Hoe heet de kunstenaarswijk van Parijs?;2;
2354;KUN;mounties;Onder welke naam trad het koppel Bambergen / v. Vooren op?;2;
2355;KUN;muizelaar;Wie hoort bij Willy Walden?;2;
2356;KUN;naarden;In welke plaats vinden wij het Comeniusmuseum?;3;
2357;KUN;nachtwacht;Onder welke naam is het schilderij 'compagnie v. kapitein Frans Banning Cocq' beter bekend?;2;
2358;KUN;naked gun;In welke films speelt Frank Drebin de hoofdrol (niet de serie Police Squad)?;2;
2359;KUN;nance;wie is de opvolger van Francois Boulanger in Lingo,voornaam;1;
2360;KUN;nemo;Wat is de huidige naam van het museum in A'dam, dat begon als het Nint?;2;
2361;KUN;newman,barnett;Wie is de maker van 'who is afraid of red, yellow and blue'?;2;
2362;KUN;newton john,olivia;Wie was de hoofdrolspeelster in de film Grease?;2;
2363;KUN;nicholson;Wie was de mannelijke hoofdrolspeler in 'one flew over the cuckoo's nest' (1975)?;1;
2364;KUN;nicholson,jack;Wie was de hoofdrolspeler in 'the shining' van Stanley Kubrick?;2;
2365;KUN;nicholson,jack;Wie speelt rol van Jack Torrance in film 'the shining' uit 1980?;2;
2366;KUN;nicholson,jack;Wie speelde in de film Batman (1989) de rol van The Joker?;3;
2367;KUN;nielsen,lesley;Welke acteur speelt rol van Frank Drebin in The Naked Gun?;3;
2368;KUN;nipkowschijf;Wat is de Nederlandse prijs voor het beste TV-programma volgens TV-critici?;2;
2369;KUN;niro,robert de;Wie speelde de mannelijke hoofdrolspeler in de film 'taxi driver' (1976)?;2;
2370;KUN;niro,robert de ;Wie speelt de rol van Vito Corleone in 'the Godfather 2' uit 1974?;3;
2371;KUN;nuenen;In welke Brabantse plaats, waar v. Gogh woonde, vinden wij v. Gogh-museum?;2;
2372;KUN;nulnulzeven;Wat is het driecijferige nummer van James Bond?;1;
2373;KUN;nunen,rien v.;Wie speelde de vader in de TV-serie Stiefbeen en Zoon?;2;
2374;KUN;nunen,rien v.;Wie speelde rol van burgemeester in de TV-serie Swiebertje en vader in Stiefbeen en zoon?;3;
2375;KUN;nurejev;Van welke Russ.ische alletdanser werd Margot Fontijn 1961 danspartner (beroemd van een balletduo)?;3;
2376;KUN;o van polzer;Wat is de echte naam van drs. P  maar niet eerste maar tweede letter achternaam;2;x
2377;KUN;ochtendgymnastiek;Wat verzorgde Ab Goubitz dagelijks voor de radio?;2;
2378;KUN;oeganda;In welk land speelt de film 'last king of scotland' uit 2006?;3;
2379;KUN;oekel,sjef v.;Van wie was Evert v.d. Pik de assistent?;3;
2380;KUN;oerlemans,reinout;Wie regisseerde de film 'komt een vrouw bij de dokter' uit 2009?;2;
2381;KUN;ofarim;Wie speelde zeemeermin in de show 'Robinson Crusoe' van R. Carrell (1964)?;2;
2382;KUN;olga;Welke rol (voornaam) speelde Monique v.d. Ven in de film Turks fruit (1973)?;2;
2383;KUN;olga commandeur;Welke oud-atlete was sinds 2000 presentatrice van het TV-programma 'Nederland in beweging' (inclusief voornaam)?;2;
2384;KUN;oostenrijk;Uit welk land is schilder Gustav Klimt afkomstig?;2;
2385;KUN;oosterpark;Waar in Amsterdam is het gedenkteken voor Theo v. Gogh geplaatst?;2;
2386;KUN;operah house;Wat is het meest markante gebouw van Sydney?;2;
2387;KUN;opvoeder;Wie is 'een stakker die in het duister tast' (volgens Wim Sonneveld)?;2;
2388;KUN;origami;Hoe noemt met de traditionele Japanse papiervouwkunst?;2;
2389;KUN;orkater;Welk muziektheatergezelschap voerde in 2008 de voorstelling 'kamp holland' op?;3;
2390;KUN;os,martine v.;Wie is sinds 2008 de vrouwelijke presentatrice van 'tijd voor Max' (dagelijks programma van omroep Max)?;2;
2391;KUN;oscar;Amerikaanse onderscheiding voor de beste film: Academy Award of … ?;2;
2392;KUN;oscar;Wat is de Amerikaanse tegenhanger van de Franse (film) prijs 'cesar' (5 letters)?;2;
2393;KUN;ostade,v.;Welke Pierre kondigde in de BB-kwiz de prijzen aan?;2;
2394;KUN;oster,guus;Wie van de drie in jaren '70:Mol,Bijl,Barend en (voornaam Guus)....;2;x
2395;KUN;o'toole,peter;Wie speelt rol van Lawrence in film 'Lawrence of Arabia' uit 1962?;3;
2396;KUN;oud;Welke Rotterdamse architect ontwierp o.a. de wijk Spangen en wijken in Hoek v. Holland?;3;
2397;KUN;oud geld;Wat is de titel van de TV-soapserie over bankiersfamilie Bussink?;2;
2398;KUN;out,rob;Wie was de (eind 2003 overleden) oprichter van Veronica?;2;
2399;KUN;outbreak;Wat is de titel van de film uit 1995 waarin een met virus besmet aapje moet worden gevonden?;2;
2400;KUN;paulusma;Van wie is de dagelijkse kreet 'oet moorn'?;2;
2401;KUN;pipo;Wat is de bekendste rol van Cor Witsge?;1;
2402;KUN;ploeg,vd;Wie was de vrouwelijke dokter in 'Zeg 's a' (achternaam in de serie)?;2;
2403;KUN;poortvliet,rien;Voor welke dierentekenaar is een museum op Tiengemeten (voorheen in Middelharnis)?;3;
2404;KUN;popov;Welke wereldberoemde Russische clown overleed in november 2016 op 86 jarige leeftijd?;2;
2405;KUN;premiere;Hoe heet de 1e opvoering van een toneelstuk?;1;
2406;KUN;radcliffe,daniel;Wie speelt Harry Potter in de films?;2;
2407;KUN;rain man;Hoe heet de film uit 1988 over een autistisch man en zijn broer (Dustin Hoffmann en Tom Cruise)?;2;
2408;KUN;raise the red lantarn;Hoe heet de film uit 1991 van Zang Yimou over de 4e vrouw van een Chinese meester?;2;
2409;KUN;rataplan;Wat is de naam van het hondje van Lucky Luke?;3;
2410;KUN;redford,robert;Wie speelde Sundance kid in de film 'butch cassidy and the sundance kid'?;3;
2411;KUN;redford,robert;Wie speelt miljardair John Gage in 'indecent proposal' uit 1993?;2;
2412;KUN;redford,robert;Wie was de hoofdrolspeler in 'the sting' (2e hoofdrol Newman)?;2;
2413;KUN;reeve;Welke in oktober 2004 overleden acteur is bekend vanwege zijn rol als Superman?;3;
2414;KUN;reiner,rob;Wie is de regisseur / maker van de film 'when harry met sally' uit 1989?;2;
2415;KUN;reinier,viktor;Wie speelt de rol van Vledder in de Baantjer-serie?;2;
2416;KUN;reinier,viktor;Wie was de 1e presentator van Lucky Letters?;3;
2417;KUN;rembrandt;Wie is de schilder van de Staalmeesters (1662)?;2;
2418;KUN;rens,peter jan;Wie werd bekend door 'doet ie 't of doet ie 't niet'?;1;
2419;KUN;rigg,diana;Wie speelde de rol van Emma Peel in 'de wrekers'?;2;
2420;KUN;rijdende rechter;Door welk TV-programma is mr. Frank Visser bekend geworden?;2;
2421;KUN;robbins,tim;Wie is de regisseur van de film 'dead man walking' (1995)?;3;
2422;KUN;roberts,julia;Welke actrice schitterde in de film 'pretty woman' uit 1990 als prostituee met hart op de juiste plaats?;1;
2423;KUN;rodin;Wie maakte het beeldhouwwerk 'de denker'?;2;
2424;KUN;rogers,ginger;Met wie maakte Fred Astaire 10 films, (o.a. Flying down to Rio)?;3;
2425;KUN;rolf;Mode-ontwerpersduo: Viktor en … ?;1;
2426;KUN;romer,piet;Stiefbeen en Zoon werd gespeeld door Rien van Nunen en … ?;2;
2427;KUN;romer,piet;Wie speelt de rol van inspecteur de Cock in TV-serie?;1;
2428;KUN;rossem,maarten v.;Wie is jurylid / commentator bij het TV-programma 'de slimste mens'?;1;
2429;KUN;rutten,edwin;Wie speelde Ome Willem met 'deze vuist op deze vuist'?;2;
2430;KUN;saartje;Wat is de naam van de huishoudster in Swiebertje?;1;
2431;KUN;savalas,terry;Wie speelde Kojak?;3;
2432;KUN;scaramanga;Wie is de  tegenstander van Bond in 'the man with the golden gun'?;3;
2433;KUN;scherjon,elsje;Van wie is de stem van juffrouw Ooievaar?;3;
2434;KUN;schindlers list;Voor welke film kreeg Steven spielberg de 1e Oscar voor de regie?;2;
2435;KUN;schwayze,patrick;Wie speelt Sam in de film Ghost?;2;
2436;KUN;scorsese,martin;Wie is de regisseur van de film 'the aviator' (bijna Oscarwinnaar in 2005)?;3;
2437;KUN;sien;Wie moet volgens Toon Hermans laten zien hoe mooi ze is?;1;
2438;KUN;sissi;Wat is de beroemdste rol van Romy Schneider?;1;
2439;KUN;sissing;Wie was de presentator van 'op zoek naar Joseph', 8 TV-avonden in 2008?;3;
2440;KUN;slumdog millionaire;In welke film speelde Jamal Malik uit de sloppenwijken van Mumbai iemand die miljonair wordt vanwege Lotto Weekend Miljonairs?;1;
2441;KUN;smith;De leider van het A-team is Hannibal … ?;2;
2442;KUN;snip en snap;Welk komisch duo vormden Willy Walden en Piet Muizelaar?;1;
2443;KUN;sonneveld,wim;Van wie is frater Venantius?;1;x
2444;KUN;sonneveld,wim;Wie zingt 'Margootje'?;1;
2445;KUN;spaan,henk;Met wie vormde Harry Vermegen lange tijd een duo (later ruzie)?;1;
2446;KUN;spielberg;Wie is de regisseur van de film 'schindlers list' uit 1993?;1;
2447;KUN;spitzen;gebr.ben.v.balletschoenen voor dansen op toppen van je tenen,ook pointe-sch.en titel boek Tomas Rosenboom;2;x
2448;KUN;starreveld;Wie is de Gaston die de straatprijzen uitreikt bij de Postcodeloterij?;2;
2449;KUN;startrek;In welke TV-serie en film spelen Spock en Kirk?;1;
2450;KUN;steenhuizen;Wie was de opvolger van Sacha de Boer als presentatrice van het 8-uur journaal op Ned.1?;3;
2451;KUN;stone,sharon;Wie is de tegenspeelster van Michael Douglas in de film Basic Instinct?;2;
2452;KUN;storms,pieter;Wie is de hoofdpersoon in het TV-programma 'Breekijzer' (1995-2004), waarin getracht wordt bureaucratische organisaties aan te pakken?;2;
2453;KUN;superman;Welk personage (afkomstig van Krypton) werd in 1938 gecreeerd door Jerry Siegel en Joe Shuster?;2;
2454;KUN;suppoost;Hoe heet een zaalwachter in een museum?;1;
2455;KUN;tailleur,max;Wie was de verteller van de moppen bij de Geinlijn?;2;
2456;KUN;tappert,horst;Wie speelt de rol van Derrick?;2;
2457;KUN;tarantino;Wie is de regisseur van de film 'pulp fiction' uit 1994?;2;
2458;KUN;tarzan;Welke rol speelde Johnny Weismuller in 12 films?;2;
2459;KUN;tati,jaques;Van wie is Monsieur Hulot een creatie?;3;
2460;KUN;taylor,liz;Wie was de hoofdrolspeelster in 'Cleopatra' (Amerikaanse film uit 1963)?;2;
2461;KUN;teeuwen,hans;2 bekende cabaretiers uit Eindhoven: Theo Maassen en … ?;2;
2462;KUN;tefsen,carry;Wie speelde de figuur 'Mien Dobbelsteen'?;2;
2463;KUN;tegenpartij;Van welke partij is de lijfspreuk 'geen gezeik, iedereen rijk'?;2;
2464;KUN;tensen,caroline;Wie is de presentatrice van '1 tegen 100'?;2;
2465;KUN;tineke schouten;Welke cabaratiere werd bekend door 'Lenie uit de Takkenstroat' (inclusief voornaam)?;1;
2466;KUN;titus;Hoe heet de zoon van Rembrandt?;2;
2467;KUN;tom;De muis heet Jerry, hoe heet de poes?;1;
2468;KUN;toon;Wie is de tekenaar van FC Knudde (inclusief voornaam)?;2;
2469;KUN;tootsie;Hoe heet de film waarin Dustin Hoffmann als Dorothy een travestietenrol heeft?;3;
2470;KUN;tramp;Lady en de Vagebond. De oorspronkelijke Engelse titel was: Lady and the … ?;2;
2471;KUN;triviant;Welk programma presenteerde Tineke Verburg?;2;x
2472;KUN;truus;Hoe heet de mier in de Fabeltjeskrant?;2;
2473;KUN;tunesie;Wat is de nationanilteit van de vader van Mourali (presentatrice van 'de zwakste schakel')?;2;
2474;KUN;tunick,spencer;Hoe heet de Amerikaanse kunstenaar die in 2007 in A'dam duizenden naakte mensen fotografeerde (o.a. in parkeergarage)?;3;
2475;KUN;udondek,paula;Wie wass de opvolgster van Sylvia Millecam bij 'knoop in je zakdoek'?;3;
2476;KUN;udondek,paula;Wie was de voorgangster van Lucille Werner als presentatrice van 'get the picture'?;2;
2477;KUN;ugly;Wat is de titel van de film uit 1966 van regisseur Sergio Leone. The good, the bad and the … ?;3;
2478;KUN;ulsen,henk v.;Welke Nederlandse toneelspeler uit de jaren '70 is bekend vanqwege 'dagboek van een gek' en 'dood in Venetie' (2007)?;3;
2479;KUN;una giornata particolare;In welke film over het bezoek van Hitler aan Mussolini spelen S. Loren en M. Mastroianni? ;2;
2480;KUN;untergang,der;Wat is de Duitse titel van de film (zonder lidwoord) uit 2004 over de 10 laatste dagen van Hitler, gezien door de ogen van de secretaresse?;3;
2481;KUN;ustinov,peter;Welke Britse acteur speelde de hoofdrol in Spartacus (1960)?;3;
2482;KUN;utrecht;In welke plaats vinden wij de Takkenstroat?;1;
2483;KUN;utrecht;In welke plaats vinden wij het Beatrixtheater?;2;
2484;KUN;utrecht;In welke plaats vinden wij het Spoorwegmuseum?;2;
2485;KUN;utrecht;In welke plaats vinden wij het Rietveld-Schroderhuis?;2;
2486;KUN;utrecht;In welke plaats vinden wij 'theater van de paardenkathedraal'?;3;
2487;KUN;utrecht;In welke plaats zijn: rasa, huis aan de werf en kikker?;2;
2488;KUN;utrecht;Uit welke plaats komt Tineke Schouten?;1;
2489;KUN;utzon;Wie is de architect van het 'Operah house' in Sydney?;3;
2490;KUN;uylenburgh,saskia v.;Wie was de 1e vrouw van Rembrandt?;3;
2491;KUN;visser,frank mr.;Wie was tot 2016 de rijdende rechter?;2;
2492;KUN;vliet,paul v.;Van wie is 'bonjour monsieur, je suis Jansen de Hollande'?;2;
2493;KUN;vliet,v.paul;Wie creerde de figuur 'bram van de commune'?;2;
2494;KUN;vliet,v.paul;Wie zong 'meisjes van 13, er net tussen in'?;2;
2495;KUN;weissmuller,johnny;Welke Amerikaanse acteur speelde Tarzan (12 films, ook goudwinnaar op de Olympische Spelen)?;2;
2496;KUN;welles,orson;"Wie was de hoofdrolspeler in 'the third man""'(1949), in de rol v. Harry Lime?";2;
2497;KUN;werner,lucille;Wie was de laatste presentatrice van Lingo?;1;
2498;KUN;wertheimpark;Waar in Amsterdam vinden wij het Auschwitzmonument v. Wolkers?;3;
2499;KUN;westdijk,robert-jan;Wie is de regisseur van 'Phileine zegt sorry'?;3;
2500;KUN;westerkerk;In welke kerk ligt Rembrandt begraven?;2;
2501;KUN;witsge,cor;Door wie werd de rol van Pipo de clown gespeeld?;2;
2502;KUN;witzier,anita;Wie was de eerste presentatrice van de ASO-show?;2;
2503;KUN;wood,nathalie;Wie was hoofdrolspeelster Judy in 'rebel without a cause' (1955) en verdronk in 1981?;3;
2504;KUN;x-files;In welke serie spelen Scully en Mulder de hoofdrol?;2;
2505;KUN;zadkine;Wie is de maker van het beeld van de man zonder hart in R'dam?;2;
2506;KUN;zocher;Welke tuinarchitect ontwierp het Vondelpark in Amsterdam?;3;
2507;KUN;zorro;Onder welke schuilnaam streed Don Diego de la Vega?;2;
2508;KUN;zundert;Wat is de geboorteplaats van Vincent van Gogh?;2;
2509;LIT;aafjes;Wie is de schrijver van 'een voetreis naar Rome' (1945)?;2;
2510;LIT;aafjes;Wie is de schrijver van 'morgen bloeien de abrikozen'?;2;
2511;LIT;abdollah,kader;Wie was de iranier, die een vertaling van de Koran in Nederland maakte om de Koran te laten begrijpen?;2;
2512;LIT;abdollah,kader;Welke van oorsprong Iraanse schrijver schreef 'het huis van de moskee'?;2;
2513;LIT;abkoude,chr.v.;Wie was de bedenker / geestelijk vader van Kruimeltje?;3;
2514;LIT;abkoude,chr.v.;Wie was de schrijver van Pietje Bell?;2;
2515;LIT;acrostichon;Hoe heet een naamdicht: een gedicht, waarvan de beginletters een naam vormen (bijvoorbeeld het Wilhelmus)?;2;
2516;LIT;albee,edward;Wie is de Amerikaanse schrijver van toneelstuk 'who is afraid for Virginia Woolf'?;3;
2517;LIT;alice in wonderland;Wat is het beroemdste boek van Lewis Carroll?;2;
2518;LIT;alighieri;Wie is de schrijver van La Divina Commedia. Dante … ?;3;
2519;LIT;alister maclean;Wie is de schrijver van Poolbasis Zebra (inclusief voornaam)?;2;
2520;LIT;allende,isabel;Wie is de schrijfster van Eva Luna?;2;
2521;LIT;alliteratie;Hoe wordt begin- of stafrijm genoemd?;1;
2522;LIT;alphen,v.;Wie was de dichter van 'jantje zag eens pruimen hangen'?;2;
2523;LIT;altruisme;Wat is het tegenovergestelde van egoisme?;1;
2524;LIT;anagram;Hoe heet een woord waarvan de gehusselde letters een ander woord vormen?;2;
2525;LIT;andersen;Wie schreef 'Klein duimpje'?;2;
2526;LIT;annejet vd zijl;Wie is de schrijfster van 'sonny boy' over de op waarheid gebaseerde liefde tussen een Haagse en Surinamer in de oorlog (inclusief voornaam)?;3;
2527;LIT;apachen;Van welke indianenstam is Winnetou het opperhoofd?;2;
2528;LIT;apostroph;Hoe hoe heet het kommaatje in 's,'t?;1;
2529;LIT;arendsoog;Wie is de (blanke) hoofdpersoon in de boeken van Nowee?;2;
2530;LIT;assepoester;In het Engels heet zij 'Cinderella', in het Nederlands … ?;2;
2531;LIT;autobiografie;Hoe heet een boek, waarin een schrijver zijn eigen levensgeschiedenis beschrijft?;1;
2532;LIT;bakker,piet;Wie is de geestelijk vader van Ciske de Rat (ook schrijver boek)?;3;
2533;LIT;bartje;Wie zei 'ik bid niet veur brune boonnen' (voornaam)?;1;
2534;LIT;beckman,thea;Wie schreef 'kruistocht in spijkerbroek'?;1;
2535;LIT;beckman,thea;Wie schreef 'stad in de storm'?;2;
2536;LIT;bessie;Wie was de superdikke zus van het dikste studentje ter wereld (voornaam)?;2;
2537;LIT;bobby;Hoe heet het hondje van Kuifje?;2;
2538;LIT;boudier-bakker,ina;Wie schreef 'de klop op de deur'?;2;
